CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,MM,DD,YYYY,TIME,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
1681504,16000068690,201668690,062,BICYCLE THEFT,THEFT,BIKE,02,26,2016,11:09:15,68XX BLOCK OF 34 AV NE,U,U3,3800.1006,-122.2917,47.67851,(47.67851, -122.2917),TRU - THEFT,OTHER PROPERTY,THEFT,
1682420,16000070279,201670279,062,BICYCLE THEFT,THEFT,BIKE,02,27,2016,02:56:33,65XX BLOCK OF OSWEGO PL NE,J,J3,3600.4000,-122.3213,47.676464,(47.676464, -122.3213),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1682652,16000070695,201670695,062,BICYCLE THEFT,THEFT,BIKE,02,27,2016,09:59:45,47XX BLOCK OF BROOKLYN AV NE,U,U2,5301.2002,-122.314224,47.664005,(47.664005, -122.314224),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1682630,16000070458,201670458,062,BICYCLE THEFT,THEFT,BIKE,02,27,2016,08:56:01,65XX BLOCK OF CLEOPATRA PL NW,J,J2,3400.2010,-122.36553,47.67688,(47.67688, -122.36553),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/27/2016 08:08:14 PM
1682620,16000070541,201670541,062,BICYCLE THEFT,THEFT,BIKE,02,27,2016,08:39:14,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,(47.600464, -122.33081),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1682642,16000070557,201670557,062,BICYCLE THEFT,THEFT,BIKE,02,27,2016,09:14:45,8XX BLOCK OF NW 53 ST,B,B2,4700.2000,-122.36739,47.667168,(47.667168, -122.36739),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/27/2016 08:32:52 PM
651837,15000054780,201554780,062,BICYCLE THEFT,THEFT,BIKE,02,17,2015,10:18:00,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369692499,47.661468177,(47.661468177, -122.369692499),TRU - THEFT,OTHER PROPERTY,THEFT,02/17/2015 09:25:00 AM
654825,11000086475,201186475,062,BICYCLE THEFT,THEFT,BIKE,03,16,2011,02:07:00,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165513,47.616053298,(47.616053298, -122.336165513),,,,
655383,11000085632,201185632,062,BICYCLE THEFT,THEFT,BIKE,03,15,2011,05:41:00,15XX BLOCK OF 12TH AVE,C,C2,7500.4006,-122.316845009,47.614683851,(47.614683851, -122.316845009),,,,
655394,11000085585,201185585,062,BICYCLE THEFT,THEFT,BIKE,03,15,2011,05:30:00,15XX BLOCK OF N 45TH ST,J,J3,5000.1015,-122.339909535,47.66138572,(47.66138572, -122.339909535),,,,
1683658,16000072240,201672240,062,BICYCLE THEFT,THEFT,BIKE,02,29,2016,12:14:09,38XX BLOCK OF 34 AV W,Q,Q1,5700.6013,-122.400894,47.65496,(47.65496, -122.400894),TRU - THEFT,OTHER PROPERTY,THEFT,02/29/2016 11:33:21 AM
1684993,16000074501,201674501,062,BICYCLE THEFT,THEFT,BIKE,03,02,2016,08:12:27,85XX BLOCK OF DAYTON AV N,J,J1,1701.1002,-122.35261,47.691135,(47.691135, -122.35261),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/02/2016 07:15:12 AM
1683955,16000072676,201672676,062,BICYCLE THEFT,THEFT,BIKE,02,29,2016,07:58:28,14XX BLOCK OF NW 45 ST,B,B1,4700.2062,-122.374855,47.661476,(47.661476, -122.374855),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/29/2016 04:56:13 PM
1684710,16000073746,201673746,062,BICYCLE THEFT,THEFT,BIKE,03,01,2016,08:05:05,12XX BLOCK OF E MADISON ST,E,E2,7500.4013,-122.316124,47.61312,(47.61312, -122.316124),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 02:15:08 PM
1684497,16000073698,201673698,062,BICYCLE THEFT,THEFT,BIKE,03,01,2016,03:29:51,85XX BLOCK OF DAYTON AV N,J,J1,1701.1002,-122.35261,47.691135,(47.691135, -122.35261),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
1684668,16000074068,201674068,062,BICYCLE THEFT,THEFT,BIKE,03,01,2016,07:25:44,4 AV / PIKE ST,M,M3,8100.2010,-122.336685,47.610214,(47.610214, -122.336685),SUSPICIOUS PERSON, VEHICLE OR INCIDENT,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 05:56:01 PM
660411,11000082554,201182554,062,BICYCLE THEFT,THEFT,BIKE,03,12,2011,10:36:00,92XX BLOCK OF 1ST AVE NE,N,N3,1900.4003,-122.328438825,47.696364026,(47.696364026, -122.328438825),,,,
663619,11000367917,2011367917,062,BICYCLE THEFT,THEFT,BIKE,11,12,2011,02:06:00,34XX BLOCK OF FREMONT PL N,J,J2,4900.3011,-122.350595652,47.650957941,(47.650957941, -122.350595652),,,,
663809,11000093345,201193345,062,BICYCLE THEFT,THEFT,BIKE,03,22,2011,06:08:00,10XX BLOCK OF E TERRACE ST,E,E3,8600.2009,-122.318760342,47.605200348,(47.605200348, -122.318760342),,,,
665643,11000078454,201178454,062,BICYCLE THEFT,THEFT,BIKE,03,09,2011,10:15:00,15XX BLOCK OF 11TH AVE,C,C2,7500.4007,-122.318150192,47.614674412,(47.614674412, -122.318150192),,,,
665578,11000078544,201178544,062,BICYCLE THEFT,THEFT,BIKE,03,09,2011,12:25:00,1XX BLOCK OF 8TH AVE S,E,E3,9100.1002,-122.322448523,47.601294481,(47.601294481, -122.322448523),,,,
1685279,16000075082,201675082,062,BICYCLE THEFT,THEFT,BIKE,03,02,2016,03:35:16,10XX BLOCK OF 4 AV S,K,K3,9300.2024,-122.32905,47.595387,(47.595387, -122.32905),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1685471,16000075447,201675447,062,BICYCLE THEFT,THEFT,BIKE,03,02,2016,10:07:30,123XX BLOCK OF 33 AV NE,L,L3,700.1,-122.292755,47.718304,(47.718304, -122.292755),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1686673,16000077098,201677098,062,BICYCLE THEFT,THEFT,BIKE,03,04,2016,04:48:35,61XX BLOCK OF NE RADFORD DR,U,U3,4100.1002,-122.26142,47.674934,(47.674934, -122.26142),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/04/2016 03:42:50 AM
670219,11000374995,2011374995,062,BICYCLE THEFT,THEFT,BIKE,11,19,2011,02:41:00,9XX BLOCK OF 6TH AVE N,D,D1,6700.2006,-122.34532308,47.636115732,(47.636115732, -122.34532308),,,,
671442,11000376646,2011376646,062,BICYCLE THEFT,THEFT,BIKE,11,21,2011,10:49:00,1XX BLOCK OF 16TH AVE,G,G1,8700.4014,-122.311567372,47.602180806,(47.602180806, -122.311567372),,,,
1688872,16000081020,201681020,062,BICYCLE THEFT,THEFT,BIKE,03,07,2016,02:16:59,7XX BLOCK OF E ALOHA ST,C,C1,6500.2006,-122.32295,47.62685,(47.62685, -122.32295),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/07/2016 12:55:50 PM
1783743,16000248713,2016248713,062,BICYCLE THEFT,THEFT,BIKE,07,12,2016,12:57:21,6XX BLOCK OF STEWART ST,M,M2,7300.3027,-122.336586,47.613956,(47.613956, -122.336586),TRU - THEFT,OTHER PROPERTY,THEFT,07/11/2016 10:28:13 PM
1728771,16000153932,2016153932,062,BICYCLE THEFT,THEFT,BIKE,05,03,2016,08:28:07,86XX BLOCK OF 25 AV SW,F,F2,11401.2005,-122.36452,47.52595,(47.52595, -122.36452),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1697025,16000095420,201695420,062,BICYCLE THEFT,THEFT,BIKE,03,18,2016,11:45:36,52XX BLOCK OF 35 AV NE,U,U3,4200.4024,-122.290184,47.6676,(47.6676, -122.290184),TRU - THEFT,OTHER PROPERTY,THEFT,03/18/2016 09:39:10 PM
675093,11000378769,2011378769,062,BICYCLE THEFT,THEFT,BIKE,11,23,2011,09:52:00,56XX BLOCK OF UNIVERSITY WAY NE,U,U3,4400.5002,-122.313028642,47.670214313,(47.670214313, -122.313028642),,,,
675156,11000346454,2011346454,062,BICYCLE THEFT,THEFT,BIKE,10,24,2011,12:00:00,10XX BLOCK OF 4TH AVE,K,K1,8100.2020,-122.333235576,47.606444572,(47.606444572, -122.333235576),,,,
676522,11000345217,2011345217,062,BICYCLE THEFT,THEFT,BIKE,10,22,2011,06:35:00,2XX BLOCK OF YALE AVE N,D,D2,7300.1020,-122.330420412,47.620244346,(47.620244346, -122.330420412),,,,
676742,11000381035,2011381035,062,BICYCLE THEFT,THEFT,BIKE,11,26,2011,12:42:00,N 104 ST / AURORA AV N,N,N2,1300.4010,-122.344688049,47.704325136,(47.704325136, -122.344688049),,,,
678260,11000383440,2011383440,062,BICYCLE THEFT,THEFT,BIKE,11,28,2011,11:44:00,MINOR AV / E PIKE ST,E,E2,8300.2006,-122.327808597,47.61392998,(47.61392998, -122.327808597),,,,
678316,11000383406,2011383406,062,BICYCLE THEFT,THEFT,BIKE,11,28,2011,12:08:00,36XX BLOCK OF S GRAHAM ST,S,S1,10400.2010,-122.287316452,47.546076973,(47.546076973, -122.287316452),,,,
678583,11000383572,2011383572,062,BICYCLE THEFT,THEFT,BIKE,11,28,2011,04:55:00,S GRAHAM ST / M L KING JR WY S,S,S1,10400.2010,-122.285634978,47.54605542,(47.54605542, -122.285634978),,,,
678973,11000384324,2011384324,062,BICYCLE THEFT,THEFT,BIKE,11,29,2011,10:06:00,23 AV S / S JACKSON ST,G,G2,9000.1006,-122.302237278,47.599280703,(47.599280703, -122.302237278),,,,
679006,11000384297,2011384297,062,BICYCLE THEFT,THEFT,BIKE,11,29,2011,09:50:00,2XX BLOCK OF BELMONT AVE E,E,E1,7400.6004,-122.324014478,47.620251654,(47.620251654, -122.324014478),,,,
679341,11000384695,2011384695,062,BICYCLE THEFT,THEFT,BIKE,11,29,2011,05:07:00,37XX BLOCK OF S HUDSON ST,R,R3,10300.5011,-122.264018096,47.557107141,(47.557107141, -122.264018096),,,,
679420,11000384619,2011384619,062,BICYCLE THEFT,THEFT,BIKE,11,29,2011,04:30:00,16XX BLOCK OF 4TH AVE,M,M2,8100.2001,-122.33804772,47.611705679,(47.611705679, -122.33804772),,,,
680491,11000385799,2011385799,062,BICYCLE THEFT,THEFT,BIKE,11,30,2011,08:29:00,4XX BLOCK OF N 34TH ST,J,J2,4900.3013,-122.352907418,47.650112548,(47.650112548, -122.352907418),,,,
1945683,17000071780,201771780,062,BICYCLE THEFT,THEFT,BIKE,02,27,2017,04:58:48,1XX BLOCK OF NW 85 ST,J,J1,1701.1014,-122.359314,47.690617,(47.690617, -122.359314),TRU - THEFT,OTHER PROPERTY,THEFT,
681706,11000388328,2011388328,062,BICYCLE THEFT,THEFT,BIKE,12,02,2011,05:27:00,7 AV / PIKE ST,D,D3,8200.1005,-122.333353852,47.611605828,(47.611605828, -122.333353852),,,,
682459,11000389435,2011389435,062,BICYCLE THEFT,THEFT,BIKE,12,03,2011,04:52:00,1XX BLOCK OF AURORA AVE N,D,D1,7200.1038,-122.343465056,47.619136187,(47.619136187, -122.343465056),,,,
2015396,17000201506,2017201506,062,BICYCLE THEFT,THEFT,BIKE,06,05,2017,10:13:36,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.36969,47.66147,(47.66147, -122.36969),TRU - THEFT,OTHER PROPERTY,THEFT,06/05/2017 09:13:59 PM
683638,11000391111,2011391111,062,BICYCLE THEFT,THEFT,BIKE,12,05,2011,12:58:00,19 AV E / E HIGHLAND DR,C,C1,6400.2007,-122.307247492,47.630614455,(47.630614455, -122.307247492),,,,
683686,11000391176,2011391176,062,BICYCLE THEFT,THEFT,BIKE,12,05,2011,04:16:00,S GRAHAM ST / M L KING JR WY S,S,S1,10400.2010,-122.285634978,47.54605542,(47.54605542, -122.285634978),,,,
685517,11000393957,2011393957,062,BICYCLE THEFT,THEFT,BIKE,12,08,2011,02:00:00,3XX BLOCK OF 17TH AVE S,G,G2,9000.3015,-122.310271057,47.599617577,(47.599617577, -122.310271057),,,,
686030,11000394593,2011394593,062,BICYCLE THEFT,THEFT,BIKE,12,08,2011,04:42:00,NE 65 ST / ROOSEVELT WY NE,U,U1,3600.1029,-122.317364169,47.675827402,(47.675827402, -122.317364169),,,,
687845,11000397336,2011397336,062,BICYCLE THEFT,THEFT,BIKE,12,11,2011,09:29:00,20XX BLOCK OF W DRAVUS ST,Q,Q1,5802.1000,-122.390560914,47.648585196,(47.648585196, -122.390560914),,,,
688022,11000396600,2011396600,062,BICYCLE THEFT,THEFT,BIKE,12,10,2011,03:00:00,18XX BLOCK OF EASTLAKE AVE,D,D2,7300.2015,-122.329153404,47.61823776,(47.61823776, -122.329153404),,,,
688064,11000397697,2011397697,062,BICYCLE THEFT,THEFT,BIKE,12,11,2011,05:41:00,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,(47.60046424, -122.3308075),,,,
689297,11000399766,2011399766,062,BICYCLE THEFT,THEFT,BIKE,12,13,2011,07:37:00,19XX BLOCK OF NE PACIFIC ST,U,U2,5302.2000,-122.309118314,47.65130139,(47.65130139, -122.309118314),,,,
690088,11000400909,2011400909,062,BICYCLE THEFT,THEFT,BIKE,12,14,2011,08:05:00,S MAIN ST / ALASKAN WY S,K,K3,9200.2025,-122.335911155,47.600044667,(47.600044667, -122.335911155),,,,
690193,11000400783,2011400783,062,BICYCLE THEFT,THEFT,BIKE,12,14,2011,05:48:00,S MAIN ST / ALASKAN WY S,K,K3,9200.2025,-122.335911155,47.600044667,(47.600044667, -122.335911155),,,,
691383,11000402522,2011402522,062,BICYCLE THEFT,THEFT,BIKE,12,16,2011,11:53:00,20XX BLOCK OF 1ST AVE,M,M3,8002.1005,-122.3432623,47.611452758,(47.611452758, -122.3432623),,,,
1877114,16000411236,2016411236,062,BICYCLE THEFT,THEFT,BIKE,11,13,2016,09:40:50,MERCER ST / 3 AV N,Q,Q3,7100.2001,-122.35149,47.62457,(47.62457, -122.35149),TRU - THEFT,OTHER PROPERTY,THEFT,11/13/2016 08:56:38 PM
694233,11000406701,2011406701,062,BICYCLE THEFT,THEFT,BIKE,12,20,2011,02:12:00,NE 45 ST / UNIVERSITY WY NE,U,U2,5301.2008,-122.313133263,47.661267618,(47.661267618, -122.313133263),,,,
694461,11000406171,2011406171,062,BICYCLE THEFT,THEFT,BIKE,12,19,2011,09:38:00,8XX BLOCK OF S SULLIVAN ST,F,F3,11200.3005,-122.321585758,47.527311432,(47.527311432, -122.321585758),,,,
695223,11000407898,2011407898,062,BICYCLE THEFT,THEFT,BIKE,12,21,2011,08:33:00,20XX BLOCK OF 13TH AVE S,O,O1,9400.4007,-122.315984714,47.585046544,(47.585046544, -122.315984714),,,,
695305,11000408060,2011408060,062,BICYCLE THEFT,THEFT,BIKE,12,21,2011,09:56:00,27XX BLOCK OF WESTLAKE AVE N,Q,Q2,6000.1000,-122.349465445,47.646735734,(47.646735734, -122.349465445),,,,
696276,11000409583,2011409583,062,BICYCLE THEFT,THEFT,BIKE,12,23,2011,02:34:00,16XX BLOCK OF N 44TH ST,J,J3,5000.1016,-122.33798258,47.660321118,(47.660321118, -122.33798258),,,,
697075,11000410601,2011410601,062,BICYCLE THEFT,THEFT,BIKE,12,24,2011,12:54:00,93XX BLOCK OF 57TH AVE S,S,S3,11800.3008,-122.26165461,47.517898648,(47.517898648, -122.26165461),,,,
1728685,16000153543,2016153543,062,BICYCLE THEFT,THEFT,BIKE,05,03,2016,06:57:14,7XX BLOCK OF 1 AV,K,K1,8100.1036,-122.33461,47.602913,(47.602913, -122.33461),TRU - THEFT,OTHER PROPERTY,THEFT,
698038,11000412024,2011412024,062,BICYCLE THEFT,THEFT,BIKE,12,26,2011,12:37:00,28XX BLOCK OF WESTERN AVE,M,M1,8001.3013,-122.352887459,47.615971089,(47.615971089, -122.352887459),,,,
1821570,16000312781,2016312781,062,BICYCLE THEFT,THEFT,BIKE,08,29,2016,01:03:13,9XX BLOCK OF E PINE ST,E,E2,7500.4015,-122.320404,47.61524,(47.61524, -122.320404),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,08/29/2016 11:06:04 AM
698610,11000412912,2011412912,062,BICYCLE THEFT,THEFT,BIKE,12,27,2011,03:23:00,40XX BLOCK OF WOODLAND PARK AVE N,J,J3,5400.5004,-122.344649401,47.656017955,(47.656017955, -122.344649401),,,,
698684,11000413159,2011413159,062,BICYCLE THEFT,THEFT,BIKE,12,27,2011,06:44:00,28XX BLOCK OF EASTLAKE AVE E,C,C1,6100.5004,-122.32519843,47.646504261,(47.646504261, -122.32519843),,,,
700100,11000415139,2011415139,062,BICYCLE THEFT,THEFT,BIKE,12,29,2011,07:39:00,NE 42 ST / 7 AV NE,U,U2,5200.1003,-122.32084722,47.657517536,(47.657517536, -122.32084722),,,,
700119,11000415113,2011415113,062,BICYCLE THEFT,THEFT,BIKE,12,29,2011,06:59:00,8XX BLOCK OF S CLOVERDALE ST,F,F3,11200.3006,-122.321599809,47.526461484,(47.526461484, -122.321599809),,,,
700552,11000415704,2011415704,062,BICYCLE THEFT,THEFT,BIKE,12,30,2011,12:31:00,44XX BLOCK OF WOODLAWN AVE N,J,J3,5000.1016,-122.338571148,47.660855254,(47.660855254, -122.338571148),,,,
2076133,17000311353,2017311353,062,BICYCLE THEFT,THEFT,BIKE,08,22,2017,10:28:45,85XX BLOCK OF 15 AV NW,J,J1,1600.3015,-122.37681,47.69152,(47.69152, -122.37681),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
702097,12000000552,2012552,062,BICYCLE THEFT,THEFT,BIKE,01,01,2012,01:14:00,9XX BLOCK OF FAIRVIEW AVE N,D,D2,6600.2011,-122.332464674,47.627483182,(47.627483182, -122.332464674),,,,
702293,12000001039,20121039,062,BICYCLE THEFT,THEFT,BIKE,01,02,2012,12:13:00,28 AV E / E MADISON ST,C,C3,7700.5011,-122.296191831,47.623474358,(47.623474358, -122.296191831),,,,
702503,12000000993,2012993,062,BICYCLE THEFT,THEFT,BIKE,01,02,2012,02:52:00,PIKE ST / 7 AV,D,D3,8200.1005,-122.333353852,47.611605828,(47.611605828, -122.333353852),,,,
702444,12000001076,20121076,062,BICYCLE THEFT,THEFT,BIKE,01,02,2012,12:36:00,52XX BLOCK OF 15TH AVE NE,U,U3,4400.3004,-122.312653258,47.725977941,(47.725977941, -122.312653258),,,,
703068,12000001979,20121979,062,BICYCLE THEFT,THEFT,BIKE,01,03,2012,01:27:00,11XX BLOCK OF 12TH AVE,E,E2,8600.2000,-122.31675614,47.612225956,(47.612225956, -122.31675614),,,,
703336,12000002513,20122513,062,BICYCLE THEFT,THEFT,BIKE,01,03,2012,02:21:00,17XX BLOCK OF BROADWAY,E,E1,7500.5010,-122.320826477,47.616987304,(47.616987304, -122.320826477),,,,
703355,12000002621,20122621,062,BICYCLE THEFT,THEFT,BIKE,01,03,2012,03:33:00,100XX BLOCK OF COLLEGE WAY N,N,N3,1300.1009,-122.33452433,47.702331628,(47.702331628, -122.33452433),,,,
704809,12000004523,20124523,062,BICYCLE THEFT,THEFT,BIKE,01,05,2012,03:26:00,37XX BLOCK OF S FERDINAND ST,R,R3,10300.5010,-122.285591357,47.557850022,(47.557850022, -122.285591357),,,,
706989,12000007902,20127902,062,BICYCLE THEFT,THEFT,BIKE,01,08,2012,12:46:00,50XX BLOCK OF 15TH AVE NE,U,U3,4400.4009,-122.312653258,47.725977941,(47.725977941, -122.312653258),,,,
708091,12000009468,20129468,062,BICYCLE THEFT,THEFT,BIKE,01,10,2012,04:34:00,18XX BLOCK OF EASTLAKE AVE,D,D2,7300.2015,-122.329153404,47.61823776,(47.61823776, -122.329153404),,,,
710792,12000013543,201213543,062,BICYCLE THEFT,THEFT,BIKE,01,13,2012,11:59:00,64XX BLOCK OF FLORA AVE S,O,O3,10900.1003,-122.319791686,47.54487245,(47.54487245, -122.319791686),,,,
711045,12000013918,201213918,062,BICYCLE THEFT,THEFT,BIKE,01,14,2012,09:16:00,1XX BLOCK OF N 78TH ST,B,B3,2900.2000,-122.356636906,47.685479674,(47.685479674, -122.356636906),,,,
1739971,16000173475,2016173475,062,BICYCLE THEFT,THEFT,BIKE,05,18,2016,10:18:53,65XX BLOCK OF BEACH DR SW,W,W3,10600.5012,-122.39653,47.543285,(47.543285, -122.39653),TRU - THEFT,OTHER PROPERTY,THEFT,05/18/2016 09:11:35 AM
714129,12000018692,201218692,062,BICYCLE THEFT,THEFT,BIKE,01,20,2012,04:40:00,30XX BLOCK OF NE 45TH ST,U,U2,4300.2010,-122.294760854,47.661245507,(47.661245507, -122.294760854),,,,
715362,12000020366,201220366,062,BICYCLE THEFT,THEFT,BIKE,01,22,2012,01:06:00,31XX BLOCK OF W COMMODORE WAY,Q,Q1,5700.2000,-122.398111671,47.664228474,(47.664228474, -122.398111671),,,,
715417,12000020531,201220531,062,BICYCLE THEFT,THEFT,BIKE,01,22,2012,04:37:00,7XX BLOCK OF OLIVE WAY,D,D3,8200.1001,-122.33461677,47.613826046,(47.613826046, -122.33461677),,,,
715924,12000021148,201221148,062,BICYCLE THEFT,THEFT,BIKE,01,23,2012,09:59:00,16XX BLOCK OF S KING ST,G,G2,9000.2005,-122.304511913,47.598325553,(47.598325553, -122.304511913),,,,
717667,12000023859,201223859,062,BICYCLE THEFT,THEFT,BIKE,01,25,2012,09:12:00,67XX BLOCK OF MARY AVE NW,B,B3,3300.6003,-122.376168764,47.678670586,(47.678670586, -122.376168764),,,,
717721,12000023997,201223997,062,BICYCLE THEFT,THEFT,BIKE,01,25,2012,11:55:00,5XX BLOCK OF 1ST AVE W,Q,Q3,7100.2005,-122.358019952,47.623934451,(47.623934451, -122.358019952),,,,
718160,12000024571,201224571,062,BICYCLE THEFT,THEFT,BIKE,01,26,2012,12:43:00,28XX BLOCK OF NW 56TH ST,B,B2,3200.3008,-122.394261927,47.669466313,(47.669466313, -122.394261927),,,,
718983,12000025961,201225961,062,BICYCLE THEFT,THEFT,BIKE,01,27,2012,06:19:00,67XX BLOCK OF 18TH AVE SW,F,F1,10800.2007,-122.357224172,47.541005158,(47.541005158, -122.357224172),,,,
719442,12000026548,201226548,062,BICYCLE THEFT,THEFT,BIKE,01,28,2012,08:41:00,36 AV NW / NW 62 ST,B,B2,3200.6015,-122.403519605,47.673913024,(47.673913024, -122.403519605),,,,
720316,12000028069,201228069,062,BICYCLE THEFT,THEFT,BIKE,01,29,2012,07:53:00,90XX BLOCK OF HENDERSON PL SW,F,F3,11300.1014,-122.346084552,47.521889044,(47.521889044, -122.346084552),,,,
720873,12000028752,201228752,062,BICYCLE THEFT,THEFT,BIKE,01,30,2012,02:09:00,7XX BLOCK OF ALDER ST,E,E3,8500.3000,-122.324092691,47.602870587,(47.602870587, -122.324092691),,,,
721174,12000029173,201229173,062,BICYCLE THEFT,THEFT,BIKE,01,30,2012,10:31:00,30XX BLOCK OF BEACON AVE S,O,O1,10000.5017,-122.294048056,47.537343786,(47.537343786, -122.294048056),,,,
722457,12000030172,201230172,062,BICYCLE THEFT,THEFT,BIKE,01,31,2012,06:39:00,14XX BLOCK OF BOREN AVE,D,D3,8300.2007,-122.328459044,47.612969069,(47.612969069, -122.328459044),,,,
722814,12000022647,201222647,062,BICYCLE THEFT,THEFT,BIKE,01,24,2012,07:36:00,7XX BLOCK OF OLIVE WAY,D,D3,8200.1001,-122.33461677,47.613826046,(47.613826046, -122.33461677),,,,
725602,12000035206,201235206,062,BICYCLE THEFT,THEFT,BIKE,02,05,2012,03:32:00,32XX BLOCK OF NW 80TH ST,B,B2,3100.6005,-122.398718417,47.686740555,(47.686740555, -122.398718417),,,,
726210,12000036276,201236276,062,BICYCLE THEFT,THEFT,BIKE,02,06,2012,08:36:00,44XX BLOCK OF WINSLOW PL N,J,J3,5000.3010,-122.34667213,47.660978967,(47.660978967, -122.34667213),,,,
726464,12000036886,201236886,062,BICYCLE THEFT,THEFT,BIKE,02,06,2012,06:21:00,15XX BLOCK OF 12TH AVE,C,C2,7500.4006,-122.316845009,47.614683851,(47.614683851, -122.316845009),,,,
726833,12000036857,201236857,062,BICYCLE THEFT,THEFT,BIKE,02,06,2012,10:27:00,95XX BLOCK OF INTERLAKE AVE N,N,N3,1300.2005,-122.34081857,47.698701204,(47.698701204, -122.34081857),,,,
1821869,16000313284,2016313284,062,BICYCLE THEFT,THEFT,BIKE,08,29,2016,08:01:44,78XX BLOCK OF AURORA AV N,J,J3,2700.4014,-122.3445,47.68586,(47.68586, -122.3445),TRU - THEFT,OTHER PROPERTY,THEFT,08/29/2016 06:44:39 PM
727811,12000038853,201238853,062,BICYCLE THEFT,THEFT,BIKE,02,08,2012,02:33:00,2XX BLOCK OF E GARFIELD ST,D,D2,6600.2007,-122.325038961,47.633858993,(47.633858993, -122.325038961),,,,
730041,12000042249,201242249,062,BICYCLE THEFT,THEFT,BIKE,02,11,2012,02:35:00,1XX BLOCK OF DENNY WAY,M,M1,8001.3024,-122.35375113,47.618595517,(47.618595517, -122.35375113),,,,
729606,12000043165,201243165,062,BICYCLE THEFT,THEFT,BIKE,02,12,2012,12:23:00,23XX BLOCK OF 3RD AVE,M,M2,7200.2020,-122.345443946,47.61508874,(47.61508874, -122.345443946),,,,
729771,12000043529,201243529,062,BICYCLE THEFT,THEFT,BIKE,02,12,2012,07:34:00,47XX BLOCK OF AURORA AVE N,J,J3,5000.4019,-122.347327139,47.663227306,(47.663227306, -122.347327139),,,,
730610,12000041017,201241017,062,BICYCLE THEFT,THEFT,BIKE,02,10,2012,01:56:00,59XX BLOCK OF CALIFORNIA AVE SW,W,W2,10600.7004,-122.387117184,47.549396222,(47.549396222, -122.387117184),,,,
730710,12000041489,201241489,062,BICYCLE THEFT,THEFT,BIKE,02,10,2012,10:17:00,10XX BLOCK OF NE BOAT ST,U,U2,5302.2005,-122.318116292,47.653655698,(47.653655698, -122.318116292),,,,
731166,12000035497,201235497,062,BICYCLE THEFT,THEFT,BIKE,02,05,2012,04:11:00,11XX BLOCK OF 21ST AVE S,G,G2,9400.2002,-122.305067476,47.592528585,(47.592528585, -122.305067476),,,,
731191,12000044097,201244097,062,BICYCLE THEFT,THEFT,BIKE,02,13,2012,10:19:00,E UNION ST / SUMMIT AV,E,E2,8400.1021,-122.325462049,47.61298736,(47.61298736, -122.325462049),,,,
731197,12000044127,201244127,062,BICYCLE THEFT,THEFT,BIKE,02,13,2012,11:19:00,44XX BLOCK OF FRANCIS AVE N,J,J2,4900.5006,-122.353319661,47.660809438,(47.660809438, -122.353319661),,,,
731375,12000044575,201244575,062,BICYCLE THEFT,THEFT,BIKE,02,13,2012,06:41:00,20XX BLOCK OF 4TH AVE,M,M2,7200.1066,-122.340683017,47.613446893,(47.613446893, -122.340683017),,,,
